year,contract_id,C-Adult BMI Assessment,C-Annual Flu Vaccine,C-Breast Cancer Screening,C-Call Center - Foreign Language Interpreter and TTY Availability,C-Care Coordination,C-Care for Older Adults - Functional Status Assessment,C-Care for Older Adults - Medication Review,C-Care for Older Adults - Pain Assessment,C-Colorectal Cancer Screening,C-Complaints about the Health Plan,C-Customer Service,C-Diabetes Care - Blood Sugar Controlled,C-Diabetes Care - Eye Exam,C-Diabetes Care - Kidney Disease Monitoring,C-Getting Appointments and Care Quickly,C-Getting Needed Care,C-Health Plan Quality Improvement,C-Improving Bladder Control,C-Improving or Maintaining Mental Health,C-Improving or Maintaining Physical Health,C-Medication Reconciliation Post-Discharge,C-Members Choosing to Leave the Plan,C-Monitoring Physical Activity,C-Osteoporosis Management in Women who had a Fracture,C-Plan All-Cause Readmissions,C-Plan Makes Timely Decisions about Appeals,C-Rating of Health Care Quality,C-Rating of Health Plan,C-Reducing the Risk of Falling,C-Reviewing Appeals Decisions,C-Rheumatoid Arthritis Management,C-Special Needs Plan (SNP) Care Management,C-Statin Therapy for Patients with Cardiovascular Disease,D-Appeals Auto-Forward,D-Appeals Upheld,D-Call Center - Foreign Language Interpreter and TTY Availability,D-Complaints about the Drug Plan,D-Drug Plan Quality Improvement,D-Getting Needed Prescription Drugs,D-MPF Price Accuracy,D-MTM Program Completion Rate for CMR,D-Medication Adherence for Cholesterol (Statins),D-Medication Adherence for Diabetes Medications,D-Medication Adherence for Hypertension (RAS antagonists),D-Members Choosing to Leave the Plan,D-Rating of Drug Plan,D-Statin Use in Persons with Diabetes (SUPD),Financial Reasons for Disenrollment,Problems Getting Information and Help from the Plan,"Problems Getting Needed Care, Coverage, and Cost Information",Problems with Coverage of Doctors and Hospitals,Problems with Prescription Drug Benefits and Coverage
2020,H1036,100.0,70.0,83.0,100.0,85.0,97.0,97.0,98.0,82.0,0.12,91.0,87.0,83.0,98.0,78.0,84.0,,46.0,85.0,68.0,88.0,8.0,54.0,63.0,8.0,96.0,86.0,88.0,62.0,94.0,81.0,52.0,81.0,1.6,91.0,97.0,0.12,,90.0,99.0,82.0,84.0,85.0,87.0,8.0,89.0,85.0,16.0,15.0,23.0,34.0,12.0
2020,H1045,99.0,67.0,82.0,98.0,84.0,95.0,97.0,97.0,80.0,0.16,91.0,88.0,80.0,98.0,75.0,82.0,,48.0,84.0,70.0,74.0,14.0,56.0,69.0,8.0,100.0,85.0,86.0,57.0,99.0,76.0,48.0,79.0,0.1,100.0,97.0,0.16,,88.0,99.0,84.0,83.0,85.0,87.0,14.0,84.0,81.0,13.0,10.0,23.0,33.0,11.0
2020,H1099,98.0,72.0,80.0,98.0,86.0,,,,80.0,0.07,92.0,87.0,75.0,96.0,79.0,84.0,,45.0,81.0,69.0,84.0,5.0,55.0,49.0,9.0,100.0,87.0,87.0,55.0,97.0,78.0,,71.0,3.2,87.0,92.0,0.07,,90.0,99.0,74.0,83.0,84.0,87.0,5.0,84.0,73.0,26.0,12.0,23.0,27.0,10.0
2020,H1100,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,100.0,,80.0,84.0,81.0,,,81.0,,,,,
2020,H1109,98.0,68.0,77.0,100.0,84.0,,,,68.0,0.32,89.0,84.0,69.0,96.0,77.0,82.0,,39.0,80.0,66.0,70.0,15.0,55.0,,7.0,100.0,85.0,86.0,52.0,100.0,80.0,,84.0,0.0,,97.0,0.32,,88.0,99.0,85.0,79.0,78.0,81.0,15.0,84.0,78.0,20.0,13.0,18.0,15.0,
2020,H1111,99.0,66.0,73.0,98.0,85.0,,,,75.0,0.13,90.0,85.0,77.0,96.0,72.0,83.0,,35.0,80.0,68.0,52.0,17.0,50.0,57.0,8.0,100.0,85.0,85.0,57.0,98.0,82.0,,81.0,0.0,,98.0,0.13,,89.0,99.0,76.0,79.0,78.0,82.0,17.0,83.0,77.0,27.0,16.0,25.0,33.0,
2020,H1112,96.0,65.0,72.0,90.0,87.0,73.0,83.0,85.0,61.0,0.24,90.0,68.0,68.0,94.0,78.0,82.0,,43.0,84.0,71.0,50.0,11.0,56.0,55.0,9.0,99.0,86.0,87.0,64.0,96.0,71.0,,79.0,2.1,,79.0,0.24,,91.0,99.0,79.0,75.0,77.0,78.0,11.0,87.0,81.0,10.0,18.0,26.0,28.0,
2020,H1119,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,
2020,H1142,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,
2020,H1170,99.0,83.0,84.0,97.0,86.0,97.0,100.0,97.0,87.0,0.15,92.0,90.0,90.0,97.0,77.0,80.0,,41.0,85.0,73.0,93.0,3.0,67.0,60.0,8.0,100.0,88.0,89.0,57.0,97.0,88.0,86.0,81.0,0.0,,98.0,0.15,,93.0,100.0,88.0,89.0,88.0,90.0,3.0,92.0,86.0,17.0,15.0,25.0,33.0,4.0
2020,H1181,93.0,64.0,65.0,,85.0,,,,65.0,0.1,91.0,87.0,72.0,96.0,83.0,86.0,,48.0,88.0,70.0,81.0,17.0,46.0,,10.0,,85.0,82.0,38.0,,,,,,,,,,,,,,,,,,,14.0,,10.0,,
2020,H1189,96.0,68.0,64.0,87.0,91.0,,,,54.0,0.43,89.0,80.0,70.0,94.0,78.0,85.0,,45.0,,,74.0,18.0,47.0,,9.0,,87.0,81.0,51.0,,,,,0.0,,83.0,0.43,,87.0,99.0,59.0,78.0,81.0,80.0,18.0,84.0,69.0,20.0,24.0,36.0,44.0,8.0
2020,H1205,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,
2020,H1225,98.0,72.0,80.0,94.0,86.0,,,,75.0,0.44,90.0,80.0,60.0,94.0,77.0,79.0,,,,,62.0,8.0,,,9.0,88.0,85.0,83.0,,94.0,,,,0.0,,91.0,0.44,,90.0,99.0,87.0,81.0,83.0,84.0,8.0,84.0,81.0,20.0,,24.0,18.0,
2020,H1230,99.0,82.0,88.0,97.0,85.0,93.0,99.0,96.0,89.0,0.05,91.0,88.0,86.0,99.0,80.0,81.0,,49.0,87.0,66.0,74.0,1.0,51.0,80.0,8.0,,88.0,90.0,57.0,,93.0,87.0,87.0,0.3,,98.0,0.05,,94.0,100.0,89.0,88.0,87.0,89.0,1.0,91.0,89.0,48.0,11.0,14.0,12.0,5.0
2020,H1248,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2020,H1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1278,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2020,H1286,99.0,73.0,82.0,98.0,85.0,,,,85.0,0.12,92.0,86.0,85.0,96.0,80.0,82.0,,43.0,83.0,72.0,79.0,5.0,50.0,50.0,6.0,100.0,84.0,85.0,48.0,96.0,88.0,,81.0,0.0,,98.0,0.12,,91.0,99.0,79.0,86.0,86.0,87.0,5.0,82.0,76.0,16.0,7.0,8.0,20.0,6.0
2020,H1290,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,
2020,H1302,89.0,,62.0,91.0,,,,,63.0,,,,,,,,,,87.0,60.0,56.0,,42.0,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,
2020,H1304,97.0,74.0,80.0,98.0,87.0,,,,84.0,0.03,92.0,87.0,81.0,96.0,80.0,83.0,,44.0,80.0,71.0,58.0,5.0,51.0,,7.0,,85.0,83.0,48.0,,84.0,,80.0,3.9,,95.0,0.03,,90.0,99.0,79.0,88.0,86.0,87.0,5.0,81.0,73.0,26.0,11.0,16.0,24.0,13.0
2020,H1350,96.0,76.0,72.0,91.0,87.0,97.0,94.0,99.0,72.0,0.1,91.0,84.0,75.0,96.0,82.0,86.0,,55.0,83.0,67.0,79.0,3.0,49.0,36.0,7.0,97.0,87.0,87.0,54.0,90.0,82.0,73.0,85.0,6.4,88.0,85.0,0.1,,92.0,99.0,58.0,87.0,84.0,88.0,3.0,86.0,74.0,26.0,8.0,14.0,11.0,11.0
2020,H1352,99.0,77.0,71.0,97.0,88.0,,,,77.0,0.17,92.0,86.0,64.0,96.0,78.0,85.0,,52.0,,,64.0,17.0,58.0,,9.0,97.0,87.0,88.0,54.0,92.0,77.0,,82.0,10.1,,95.0,0.17,,89.0,99.0,75.0,80.0,78.0,83.0,17.0,86.0,79.0,21.0,12.0,17.0,25.0,11.0
2020,H1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1365,97.0,76.0,81.0,97.0,88.0,,,,76.0,0.12,94.0,85.0,84.0,92.0,85.0,86.0,,50.0,87.0,73.0,74.0,15.0,56.0,,8.0,,87.0,89.0,41.0,,,,79.0,0.0,,97.0,0.12,,93.0,99.0,85.0,88.0,84.0,90.0,15.0,85.0,78.0,30.0,4.0,6.0,7.0,7.0
2020,H1372,,,,77.0,,100.0,100.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,63.0,,,,100.0,91.0,90.0,85.0,87.0,,,80.0,,,,,
2020,H1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1393,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,
2020,H1415,98.0,69.0,76.0,98.0,87.0,,,,78.0,0.19,89.0,81.0,73.0,98.0,75.0,81.0,,44.0,83.0,70.0,75.0,15.0,54.0,50.0,9.0,98.0,83.0,83.0,60.0,92.0,77.0,,84.0,5.9,,97.0,0.19,,88.0,99.0,65.0,76.0,79.0,82.0,15.0,82.0,82.0,30.0,15.0,29.0,29.0,
2020,H1416,97.0,67.0,68.0,90.0,86.0,65.0,84.0,81.0,59.0,0.27,90.0,61.0,69.0,95.0,76.0,83.0,,41.0,83.0,68.0,57.0,19.0,53.0,48.0,9.0,98.0,85.0,85.0,66.0,99.0,69.0,,78.0,1.0,80.0,81.0,0.27,,89.0,99.0,78.0,74.0,76.0,77.0,19.0,86.0,79.0,18.0,17.0,26.0,37.0,11.0
2020,H1426,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,
2020,H1436,,70.0,,97.0,85.0,81.0,89.0,77.0,,1.62,87.0,67.0,56.0,95.0,74.0,80.0,,,,,48.0,35.0,,,,,81.0,84.0,,,,78.0,,,95.0,98.0,1.62,,90.0,99.0,90.0,80.0,81.0,80.0,35.0,87.0,79.0,14.0,23.0,34.0,49.0,
2020,H1463,98.0,77.0,78.0,80.0,87.0,,,,77.0,0.06,93.0,83.0,70.0,94.0,79.0,84.0,,39.0,81.0,70.0,62.0,4.0,43.0,38.0,11.0,99.0,90.0,89.0,48.0,76.0,83.0,,83.0,11.2,84.0,77.0,0.06,,89.0,98.0,64.0,86.0,87.0,88.0,4.0,87.0,80.0,24.0,9.0,18.0,24.0,8.0
2020,H1468,100.0,71.0,78.0,100.0,85.0,99.0,98.0,100.0,82.0,0.15,91.0,86.0,81.0,98.0,77.0,80.0,,44.0,83.0,69.0,88.0,6.0,53.0,51.0,9.0,97.0,87.0,87.0,59.0,95.0,81.0,67.0,87.0,1.3,92.0,97.0,0.15,,90.0,99.0,80.0,84.0,85.0,87.0,6.0,88.0,83.0,20.0,17.0,35.0,53.0,11.0
2020,H1475,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2020,H1537,99.0,85.0,88.0,98.0,87.0,,,,83.0,0.04,91.0,88.0,85.0,98.0,78.0,85.0,,44.0,89.0,71.0,64.0,0.0,51.0,,9.0,,88.0,89.0,54.0,,,,91.0,0.0,,98.0,0.04,,93.0,100.0,79.0,88.0,94.0,90.0,0.0,91.0,79.0,,,,,
2020,H1587,93.0,,,92.0,,74.0,88.0,87.0,31.0,0.4,,46.0,43.0,91.0,,,,,,,17.0,10.0,36.0,,0.0,,,,57.0,,,80.0,,0.0,,91.0,0.4,,,99.0,79.0,81.0,75.0,76.0,10.0,,71.0,18.0,,26.0,23.0,
2020,H1607,100.0,78.0,76.0,97.0,86.0,,,,75.0,0.18,90.0,86.0,71.0,94.0,78.0,85.0,,43.0,80.0,70.0,74.0,14.0,51.0,,6.0,100.0,87.0,84.0,47.0,100.0,70.0,,83.0,4.0,,97.0,0.18,,90.0,97.0,67.0,83.0,82.0,85.0,14.0,83.0,78.0,37.0,11.0,14.0,11.0,
2020,H1608,98.0,72.0,73.0,100.0,87.0,,,,70.0,0.13,88.0,83.0,67.0,95.0,78.0,85.0,,44.0,83.0,66.0,82.0,9.0,49.0,51.0,8.0,97.0,86.0,85.0,49.0,98.0,76.0,,78.0,1.5,94.0,97.0,0.13,,91.0,99.0,79.0,85.0,84.0,86.0,9.0,84.0,79.0,25.0,13.0,16.0,19.0,19.0
2020,H1609,100.0,63.0,84.0,100.0,88.0,95.0,100.0,96.0,82.0,0.22,91.0,87.0,81.0,98.0,78.0,82.0,,42.0,81.0,70.0,89.0,22.0,54.0,54.0,7.0,93.0,87.0,88.0,61.0,92.0,77.0,53.0,78.0,1.3,100.0,97.0,0.22,,91.0,99.0,79.0,81.0,85.0,85.0,22.0,87.0,86.0,22.0,14.0,20.0,32.0,
2020,H1610,,65.0,,91.0,87.0,,,,,,91.0,,,,80.0,85.0,,,,,28.0,11.0,,,,,88.0,86.0,,,,78.0,,,,88.0,,,89.0,100.0,39.0,82.0,81.0,87.0,11.0,85.0,76.0,,,,,
2020,H1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1651,98.0,85.0,83.0,,90.0,,,,84.0,0.01,94.0,88.0,84.0,97.0,85.0,89.0,,44.0,84.0,69.0,,1.0,46.0,,,,90.0,94.0,55.0,,,,,,,,,,,,,,,,,,,,,,,
2020,H1659,95.0,71.0,61.0,95.0,87.0,,,,61.0,0.06,91.0,69.0,75.0,95.0,77.0,84.0,,37.0,86.0,66.0,45.0,12.0,53.0,,8.0,100.0,86.0,89.0,57.0,85.0,82.0,,81.0,0.0,,98.0,0.06,,91.0,99.0,77.0,83.0,85.0,86.0,12.0,85.0,79.0,30.0,7.0,5.0,9.0,10.0
2020,H1660,96.0,79.0,82.0,88.0,88.0,,,,75.0,0.16,92.0,82.0,76.0,97.0,79.0,83.0,,51.0,83.0,67.0,45.0,5.0,56.0,,13.0,95.0,87.0,85.0,52.0,95.0,72.0,,86.0,28.4,95.0,86.0,0.16,,91.0,98.0,72.0,87.0,86.0,88.0,5.0,85.0,84.0,33.0,10.0,20.0,9.0,10.0
2020,H1664,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,99.0,93.0,82.0,86.0,87.0,,,73.0,15.0,,22.0,33.0,
2020,H1666,90.0,77.0,66.0,100.0,84.0,,,,73.0,0.51,87.0,73.0,63.0,95.0,76.0,83.0,,48.0,86.0,77.0,36.0,11.0,57.0,22.0,7.0,67.0,85.0,82.0,48.0,64.0,81.0,,81.0,2.2,63.0,94.0,0.51,,86.0,99.0,87.0,81.0,81.0,83.0,11.0,80.0,79.0,38.0,14.0,23.0,29.0,14.0
2020,H1692,99.0,69.0,64.0,100.0,89.0,,,,62.0,0.29,92.0,74.0,60.0,93.0,81.0,87.0,,43.0,80.0,64.0,85.0,16.0,36.0,,7.0,89.0,88.0,86.0,49.0,100.0,67.0,,72.0,0.0,,97.0,0.29,,92.0,99.0,80.0,79.0,80.0,82.0,16.0,86.0,78.0,19.0,13.0,14.0,17.0,
2020,H1722,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,
2020,H1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1737,94.0,81.0,80.0,80.0,86.0,,,,77.0,,92.0,65.0,67.0,,80.0,85.0,,48.0,85.0,66.0,32.0,,52.0,,,,86.0,86.0,49.0,,,,,,,77.0,,,91.0,99.0,72.0,86.0,91.0,87.0,,86.0,74.0,,,,,
2020,H1777,99.0,,,73.0,,98.0,100.0,99.0,60.0,0.23,,65.0,79.0,97.0,,,,,72.0,70.0,20.0,6.0,35.0,,7.0,,,,,,,93.0,,0.0,,80.0,0.23,,,99.0,93.0,76.0,83.0,82.0,6.0,,88.0,,,,,
2020,H1787,,,,73.0,,100.0,99.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,73.0,,,,,86.0,96.0,,97.0,,,,,,,,
2020,H1846,95.0,75.0,73.0,97.0,89.0,,,,70.0,,94.0,81.0,72.0,,81.0,86.0,,,88.0,70.0,29.0,,55.0,,,,88.0,87.0,48.0,,,,,,,97.0,,,91.0,99.0,85.0,86.0,86.0,86.0,,83.0,74.0,,,,,
2020,H1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1894,93.0,72.0,63.0,97.0,84.0,71.0,90.0,90.0,70.0,0.25,,78.0,67.0,94.0,78.0,75.0,,46.0,84.0,70.0,72.0,28.0,57.0,,2.0,,82.0,77.0,,,,40.0,85.0,18.3,,97.0,0.25,,89.0,97.0,48.0,82.0,77.0,84.0,28.0,78.0,83.0,17.0,17.0,28.0,37.0,7.0
2020,H1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1944,98.0,76.0,77.0,98.0,86.0,,,,75.0,0.16,89.0,85.0,78.0,97.0,78.0,83.0,,40.0,83.0,71.0,66.0,11.0,50.0,50.0,9.0,100.0,85.0,84.0,56.0,99.0,83.0,,85.0,0.2,91.0,98.0,0.16,,88.0,99.0,75.0,85.0,85.0,87.0,11.0,84.0,82.0,30.0,13.0,19.0,30.0,11.0
2020,H1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1951,99.0,74.0,80.0,100.0,88.0,95.0,96.0,98.0,80.0,0.11,92.0,84.0,75.0,96.0,77.0,86.0,,50.0,80.0,66.0,86.0,8.0,55.0,52.0,9.0,97.0,88.0,90.0,58.0,94.0,80.0,56.0,83.0,2.0,80.0,97.0,0.11,,91.0,99.0,82.0,84.0,82.0,85.0,8.0,88.0,82.0,31.0,12.0,20.0,23.0,9.0
2020,H1961,100.0,76.0,84.0,94.0,88.0,98.0,100.0,99.0,83.0,0.07,93.0,84.0,81.0,98.0,77.0,85.0,,44.0,79.0,71.0,97.0,4.0,49.0,87.0,8.0,98.0,88.0,91.0,58.0,94.0,79.0,79.0,82.0,4.9,81.0,97.0,0.07,,91.0,99.0,89.0,82.0,81.0,84.0,4.0,89.0,83.0,11.0,14.0,21.0,32.0,17.0
2020,H1969,100.0,69.0,69.0,98.0,89.0,,,,67.0,0.03,93.0,90.0,78.0,96.0,84.0,86.0,,48.0,81.0,68.0,64.0,23.0,57.0,,6.0,,88.0,86.0,49.0,,,,81.0,4.2,,95.0,0.03,,90.0,99.0,84.0,85.0,82.0,85.0,23.0,82.0,82.0,17.0,8.0,9.0,45.0,8.0
2020,H1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H1994,100.0,74.0,74.0,96.0,88.0,,,,83.0,0.05,92.0,85.0,80.0,96.0,82.0,86.0,,47.0,84.0,70.0,88.0,9.0,62.0,48.0,7.0,100.0,88.0,88.0,51.0,96.0,77.0,,85.0,11.1,61.0,94.0,0.05,,93.0,99.0,93.0,84.0,83.0,85.0,9.0,85.0,79.0,27.0,6.0,13.0,26.0,10.0
2020,H1997,97.0,81.0,81.0,98.0,89.0,,,,85.0,0.05,91.0,87.0,78.0,96.0,82.0,84.0,,47.0,84.0,72.0,67.0,22.0,55.0,,9.0,100.0,87.0,84.0,48.0,100.0,72.0,,82.0,0.0,,95.0,0.05,,89.0,99.0,78.0,87.0,85.0,89.0,22.0,81.0,83.0,16.0,7.0,9.0,67.0,7.0
2020,H2001,99.0,83.0,85.0,98.0,87.0,,,,83.0,0.04,90.0,89.0,83.0,98.0,78.0,84.0,,42.0,80.0,68.0,66.0,0.0,54.0,45.0,8.0,100.0,87.0,88.0,53.0,98.0,88.0,,80.0,0.3,98.0,98.0,0.04,,92.0,99.0,80.0,85.0,86.0,88.0,0.0,88.0,79.0,20.0,9.0,8.0,10.0,11.0
2020,H2011,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,
2020,H2020,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,
2020,H2029,94.0,51.0,69.0,99.0,83.0,,,,81.0,0.29,,87.0,70.0,100.0,66.0,82.0,,,85.0,81.0,65.0,22.0,58.0,,10.0,,87.0,84.0,65.0,,,,81.0,0.0,,99.0,0.29,,,99.0,81.0,63.0,72.0,77.0,22.0,83.0,83.0,44.0,17.0,23.0,17.0,19.0
2020,H2032,98.0,82.0,84.0,83.0,89.0,,,,81.0,0.27,90.0,78.0,73.0,,82.0,84.0,,,,,68.0,31.0,,,,,89.0,87.0,,,,,,0.0,,80.0,0.27,,88.0,98.0,75.0,82.0,79.0,82.0,31.0,84.0,80.0,29.0,6.0,6.0,14.0,4.0
2020,H2034,,,,91.0,,100.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,80.0,,,,99.0,47.0,92.0,92.0,92.0,,,87.0,,,,,
2020,H2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H2108,99.0,70.0,71.0,98.0,85.0,96.0,95.0,98.0,81.0,0.23,89.0,83.0,83.0,98.0,77.0,82.0,,40.0,83.0,69.0,74.0,13.0,55.0,60.0,8.0,100.0,84.0,83.0,65.0,87.0,75.0,,79.0,19.5,86.0,97.0,0.23,,89.0,99.0,79.0,78.0,76.0,80.0,13.0,83.0,81.0,36.0,18.0,34.0,38.0,
2020,H2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H2134,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,
2020,H2150,99.0,87.0,90.0,,86.0,,,,93.0,0.13,89.0,91.0,92.0,99.0,81.0,84.0,,44.0,83.0,71.0,,1.0,66.0,83.0,,90.0,88.0,90.0,57.0,87.0,91.0,,,0.0,,,0.13,,94.0,100.0,88.0,90.0,89.0,90.0,1.0,92.0,93.0,27.0,14.0,21.0,37.0,3.0
2020,H2161,99.0,,,95.0,,,,,66.0,,,90.0,71.0,,,,,,,,67.0,,50.0,,0.0,,,,,,,,,,,91.0,,,,99.0,73.0,81.0,83.0,87.0,,,75.0,27.0,5.0,9.0,27.0,
2020,H2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,H2168,,72.0,,94.0,87.0,93.0,70.0,95.0,,,,42.0,,,70.0,,,,,,24.0,24.0,,,,,,81.0,,,,,,,,95.0,,,,100.0,66.0,78.0,82.0,82.0,24.0,82.0,79.0,,,,,
2020,H2171,99.0,71.0,77.0,94.0,84.0,,,,75.0,0.19,90.0,84.0,65.0,99.0,77.0,82.0,,,,,75.0,16.0,53.0,,,,86.0,86.0,55.0,,,,,0.0,,97.0,0.19,,89.0,99.0,78.0,82.0,78.0,85.0,16.0,88.0,83.0,11.0,14.0,19.0,34.0,5.0
2020,H2172,99.0,78.0,90.0,97.0,87.0,,,,90.0,1.49,90.0,87.0,94.0,98.0,80.0,84.0,,,,,83.0,7.0,,,6.0,,87.0,89.0,,,97.0,,89.0,0.0,,98.0,1.49,,93.0,100.0,91.0,88.0,91.0,90.0,7.0,90.0,92.0,15.0,13.0,16.0,31.0,5.0
2020,H2174,99.0,71.0,71.0,94.0,81.0,87.0,99.0,95.0,66.0,0.25,90.0,80.0,86.0,94.0,78.0,80.0,,49.0,80.0,70.0,48.0,3.0,51.0,,6.0,,82.0,85.0,67.0,,,50.0,84.0,53.0,79.0,94.0,0.25,,89.0,99.0,91.0,83.0,80.0,84.0,3.0,84.0,83.0,,,,,
2020,H2185,100.0,,,80.0,,100.0,100.0,99.0,6.0,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,75.0,,,,100.0,92.0,75.0,80.0,77.0,,,84.0,,,,,
2020,H2224,98.0,80.0,81.0,97.0,84.0,98.0,93.0,98.0,84.0,0.02,88.0,71.0,90.0,97.0,77.0,80.0,,47.0,82.0,69.0,69.0,4.0,59.0,22.0,11.0,94.0,84.0,87.0,83.0,84.0,83.0,97.0,85.0,2.2,,94.0,0.02,,88.0,98.0,74.0,84.0,88.0,86.0,4.0,87.0,88.0,4.0,20.0,24.0,33.0,
2020,H2225,100.0,85.0,80.0,76.0,84.0,97.0,97.0,99.0,80.0,0.12,92.0,76.0,84.0,95.0,76.0,83.0,,54.0,80.0,69.0,71.0,4.0,62.0,43.0,8.0,100.0,87.0,91.0,85.0,92.0,86.0,92.0,89.0,6.6,60.0,75.0,0.12,,92.0,100.0,78.0,82.0,86.0,84.0,4.0,90.0,88.0,,,,,
2020,H2226,98.0,77.0,84.0,98.0,85.0,84.0,87.0,90.0,82.0,0.03,91.0,77.0,90.0,98.0,76.0,81.0,,48.0,82.0,68.0,54.0,4.0,60.0,43.0,7.0,,87.0,89.0,79.0,,82.0,90.0,88.0,0.0,,98.0,0.03,,91.0,99.0,80.0,83.0,85.0,86.0,4.0,90.0,88.0,9.0,16.0,18.0,48.0,
2020,H2228,100.0,79.0,76.0,98.0,86.0,88.0,94.0,96.0,79.0,0.09,90.0,86.0,83.0,98.0,78.0,84.0,,41.0,79.0,70.0,58.0,8.0,55.0,43.0,8.0,99.0,86.0,87.0,55.0,98.0,78.0,62.0,79.0,0.2,92.0,97.0,0.09,,91.0,99.0,79.0,83.0,83.0,85.0,8.0,85.0,79.0,29.0,9.0,10.0,15.0,10.0
2020,H2230,95.0,80.0,81.0,94.0,86.0,,,,84.0,0.03,92.0,85.0,80.0,95.0,80.0,83.0,,49.0,82.0,76.0,64.0,4.0,55.0,53.0,9.0,100.0,86.0,85.0,52.0,95.0,84.0,,86.0,1.5,80.0,94.0,0.03,,91.0,98.0,87.0,87.0,88.0,90.0,4.0,84.0,82.0,36.0,3.0,9.0,4.0,5.0
2020,H2235,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,
2020,H2237,98.0,66.0,77.0,90.0,87.0,84.0,88.0,89.0,77.0,0.11,91.0,70.0,71.0,95.0,80.0,83.0,,,81.0,57.0,65.0,9.0,52.0,,10.0,98.0,86.0,87.0,78.0,91.0,84.0,81.0,87.0,6.4,,92.0,0.11,,90.0,99.0,69.0,83.0,84.0,82.0,9.0,85.0,83.0,7.0,12.0,17.0,26.0,
2020,H2241,98.0,61.0,81.0,21.0,80.0,,,,80.0,0.15,87.0,87.0,76.0,98.0,76.0,77.0,,48.0,80.0,68.0,56.0,42.0,52.0,54.0,8.0,74.0,83.0,85.0,55.0,87.0,82.0,,79.0,0.0,,24.0,0.15,,85.0,98.0,76.0,81.0,78.0,83.0,42.0,83.0,77.0,10.0,11.0,13.0,54.0,
